message,severity,attributes,tags,timestamp
"  File ""/app/api/engines/news_engine.py"", line 1, in <module>",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:16.872393502Z
    import httpx,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:16.872396402Z
ModuleNotFoundError: No module named 'httpx',error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:16.872399492Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090602262Z
"  File ""<frozen importlib._bootstrap>"", line 1204, in _gcd_import",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090614932Z
"  File ""<frozen importlib._bootstrap>"", line 1176, in _find_and_load",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090620852Z
"  File ""<frozen importlib._bootstrap>"", line 1147, in _find_and_load_unlocked",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090625712Z
"  File ""<frozen importlib._bootstrap>"", line 690, in _load_unlocked",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090632852Z
"  File ""<frozen importlib._bootstrap_external>"", line 940, in exec_module",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090638392Z
"  File ""<frozen importlib._bootstrap>"", line 241, in _call_with_frames_removed",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090642172Z
"  File ""/app/api/index.py"", line 7, in <module>",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090646761Z
    from api.engines.news_engine import NewsEngine,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090651601Z
"  File ""/app/api/engines/news_engine.py"", line 1, in <module>",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090656701Z
    import httpx,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090661331Z
ModuleNotFoundError: No module named 'httpx',error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090667291Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090670931Z
"  File ""/app/.venv/bin/uvicorn"", line 8, in <module>",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090677431Z
    sys.exit(main()),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090682231Z
             ^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090687381Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 1569, in __call__",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090692511Z
"    return self.main(*args, **kwargs)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090696831Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090701660Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 1490, in main",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090706500Z
    rv = self.invoke(ctx),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090711160Z
         ^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090716650Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 1353, in invoke",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090721350Z
"    return ctx.invoke(self.callback, **ctx.params)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090726780Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090731900Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 907, in invoke",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090741710Z
"    return callback(*args, **kwargs)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090746330Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090750790Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/main.py"", line 440, in main",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090755099Z
    run(,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090759549Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/main.py"", line 609, in run",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090764209Z
    config.load_app(),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090768639Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/config.py"", line 428, in load_app",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090773839Z
    return import_from_string(self.app),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090779249Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090783609Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/importer.py"", line 22, in import_from_string",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090788259Z
    raise exc from None,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090792569Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/importer.py"", line 19, in import_from_string",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090796569Z
    module = importlib.import_module(module_str),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090801339Z
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090806408Z
"  File ""/mise/installs/python/3.11.9/lib/python3.11/importlib/__init__.py"", line 126, in import_module",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090811168Z
"    return _bootstrap._gcd_import(name[level:], package, level)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:19.090815798Z
"    return callback(*args, **kwargs)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.225995352Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226003212Z
"  File ""/app/.venv/bin/uvicorn"", line 8, in <module>",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226007332Z
    sys.exit(main()),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226010472Z
             ^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226014242Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 1569, in __call__",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226017872Z
"    return self.main(*args, **kwargs)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226020902Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226023452Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 1490, in main",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226027951Z
    rv = self.invoke(ctx),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226030821Z
         ^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226033821Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 1353, in invoke",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226036921Z
"    return ctx.invoke(self.callback, **ctx.params)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226040111Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226043261Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 907, in invoke",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226046961Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226244787Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/main.py"", line 440, in main",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:21.226256467Z
